bottle,variety,country,description,designation,points,price,province,region_1,region_2,winery,taster_name,taster_twitter_handle
Orfila 2014 Sequestered Pinot Noir (Santa Maria Valley),Pinot Noir,US,"Hearty aromas of black cherry and mulberry meet with rustic iron, dark spice, crushed slate and dried sagebrush on the expertly woven nose of this bottling by a Southern California-based vintner. The palate balances bright acidity with upright tannins, allowing the dark-red fruit and mace spice flavors to shine.",Sequestered,94,40,California,Santa Maria Valley,Central Coast,Orfila,Matt Kettmann,@mattkettmann
Saintsbury 2015 Stanly Ranch Pinot Noir (Carneros),Pinot Noir,US,"Juicy and stemmy, this is a big, bold wine, explosive in highlights of huckleberry, dark cherry and forest floor. With firm tannins for days, it offers enviable length and spice along a smooth grippy texture and forceful complexity.",Stanly Ranch,94,62,California,Carneros,Napa-Sonoma,Saintsbury,Virginie Boone,@vboone
Sheldon 2016 Springloaded Monkey Paw Luc's Vineyard Tempranillo (Sonoma County),Tempranillo,US,"And now for something completely different, this wine explodes in whole-cluster, carbonic freshness and surprise. It's a light cerebral take on the variety that delights at every turn. Stainless-steel fermented and aged, it's loaded in raspberry and cherry-jam flavors and dipped in black licorice. It's fresh, fruity and entirely memorable.",Springloaded Monkey Paw Luc's Vineyard,94,41,California,Sonoma County,Sonoma,Sheldon,Virginie Boone,@vboone
Te Mata 2014 Coleraine Red (Hawke's Bay),Bordeaux-style Red Blend,New Zealand,"The 2014 Coleraine is a blend of 60% Cabernet Sauvignon, 28% Merlot and 12% Cabernet Franc. Some herbal, cabbagey notes blow off with air to reveal vanilla, cedar, cassis, blackberry and mocha. Full bodied and plush, this wine is soft enough to drink now, but could probably go 20-plus years.",Coleraine,94,85,Hawke's Bay,[EMPTY],[EMPTY],Te Mata,Joe Czerwinski,@JoeCz
Trapiche 2012 Terroir Series Finca Ambrosia Single Vineyard Malbec (Uco Valley),Malbec,Argentina,"Saturated in color as well as on the nose, this fruit-packed Malbec opens with grapy black-plum and cassis aromas. An intensely bold palate is loaded to the hilt with black cherry, blackberry and integrated oak and spice flavors. A lush, steady finish unfolds in due time and with no disparate parts; drink from 2019–2025.",Terroir Series Finca Ambrosia Single Vineyard,94,55,Mendoza Province,Uco Valley,[EMPTY],Trapiche,Michael Schachner,@wineschach
Boffa 2014 Ovello  (Barbaresco),Nebbiolo,Italy,"This enticing and alluring wine opens with lovely crushed mint, new leather, iris and culinary spice aromas. The savory palate shows juicy Marasca cherry, ripe raspberry, cinnamon and pink peppercorn flavors while firm, refined tannins and fresh acidity provide balance and structure. A licorice note accents the finish.",Ovello,94,50,Piedmont,Barbaresco,[EMPTY],Boffa,Kerin O’Keefe,@kerinokeefe
Brezza 2013 Castellero  (Barolo),Nebbiolo,Italy,"Violet, iris, perfumed berry, pine forest and baking spice aromas mingle in this fragrant, precise wine. The linear, focused palate offers cranberry, pomegranate, licorice and white pepper flavors alongside a backbone of vibrant acidity and youthfully austere tannins. Give it time to fully come together. Drink 2023–2043.",Castellero,94,50,Piedmont,Barolo,[EMPTY],Brezza,Kerin O’Keefe,@kerinokeefe
Curto Marco 2013 La Foia  (Barolo),Nebbiolo,Italy,"This wine's new leather forest floor, menthol, pressed rose and exotic spice scents emerge in the glass. Full-bodied and focused, the palate delivers layers of cherry, pomegranate, crushed herb, licorice and cinnamon flavors. Bright acidity and youthful tannins provide balance and an ageworthy structure. Drink 2023–2038.",La Foia,94,65,Piedmont,Barolo,[EMPTY],Curto Marco,Kerin O’Keefe,@kerinokeefe
Domaine Drouhin 2015 Édition Limitée Chardonnay (Dundee Hills),Chardonnay,US,"Domaine Drouhin's reserve-level Chardonnay puts new oak flavors front and center but backs them up with ultraripe fruit. A lush mix of tangerine, melon and peach notes combine, expanding across the palate. It's drinking quite well already but should continue improve through 2024.",Édition Limitée,94,65,Oregon,Dundee Hills,Willamette Valley,Domaine Drouhin,Paul Gregutt,@paulgwine 
Saintsbury 2015 Pratt Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,"Spicy, seductive and stemmy, this wine from the coveted vineyard site is a celebration of baked rhubarb and cranberry. Velvety on the palate and boldly ripe and rich, it offers highlights of spicy black tea and cardamom that complements and complicates the fruit.",Pratt Vineyard,94,62,California,Sonoma Coast,Sonoma,Saintsbury,Virginie Boone,@vboone
Mauro Veglio 2013 Gattera  (Barolo),Nebbiolo,Italy,"Dark-skinned berry, exotic spice, blue flower and wild herb aromas take center stage in this Barolo. Full-bodied and loaded with finesse, the taut, precise palate offers juicy red cherry, cranberry, star anise and clove flavors framed by firm, fine-grained tannins and vibrant acidity. Drink 2023–2033.",Gattera,94,57,Piedmont,Barolo,[EMPTY],Mauro Veglio,Kerin O’Keefe,@kerinokeefe
Mirafiore 2013 Paiagallo  (Barolo),Nebbiolo,Italy,"New leather, dark berry, fragrant blue flower, rose and baking spice aromas take shape in the glass. The smooth, delicious palate doles out juicy raspberry, crushed black cherry, star anise and cinnamon flavors, with polished tannins and bright acidity. Drink 2023–2033.",Paiagallo,94,100,Piedmont,Barolo,[EMPTY],Mirafiore,Kerin O’Keefe,@kerinokeefe
Domaine Laporte 2016 Le Rochoy  (Sancerre),Sauvignon Blanc,France,"From a sloping flinty vineyard, this is an impressive wine. It is powered by its tight tense texture to give a concentrated essence of Sauvignon Blanc. The wine, with its green and citrus fruits, is tangy, steely and needing to age. Drink from 2019.",Le Rochoy,94,30,Loire Valley,Sancerre,[EMPTY],Domaine Laporte,Roger Voss,@vossroger
El Esteco 2013 Chañar Punco Red (Calchaquí Valley),Red Blend,Argentina,"This single-vineyard Malbec blend from vineyards that sit at 6,500 feet smells dark, grilled and rubbery, but also meaty and full of fruit. A full, lush palate avoids fierceness and lays on the richness. Toasty, lightly herbal berry and plum flavors are highly appealing. The wine tastes of herbs, salted meat and spices on a complex finish. Drink through 2024.",Chañar Punco,94,68,Other,Calchaquí Valley,[EMPTY],El Esteco,Michael Schachner,@wineschach
Elyse 2012 York Creek Vineyard Petite Sirah (Spring Mountain District),Petite Sirah,US,"This is from a tremendous vineyard site near the top of the appellation, situated from 1,250 to 1,800 feet. It incorporates small additions of Zinfandel and Carignane into the whole, a picture of soft beguiling violet aromas that are followed by a velvety texture and underlying grip of tannin. Rich red fruit and a taste of licorice linger on the intense finish.",York Creek Vineyard,94,37,California,Spring Mountain District,Napa,Elyse,Virginie Boone,@vboone
Henri Bourgeois 2014 Etienne Henri  (Sancerre),Sauvignon Blanc,France,"Named after an ancestor who pioneered using oak barrels for maturing Sauvignon Blanc, the wine is, of course, wood aged. It is also ripe with yellow fruits, spice and vanilla. Apricot is cut with more tangy orange zest and finished with acidity. This is a concentrated wine that is just ready to drink.",Etienne Henri,94,65,Loire Valley,Sancerre,[EMPTY],Henri Bourgeois,Roger Voss,@vossroger
Bergström 2015 Sigrid Chardonnay (Willamette Valley),Chardonnay,US,"This succulent wine is saturated with rich citrus flavors. Grapefruit, lemon, lime and pineapple notes combine while its 18 months in barrel contributes a layer of buttery toast.",Sigrid,94,95,Oregon,Willamette Valley,Willamette Valley,Bergström,Paul Gregutt,@paulgwine 
Bethel Heights 2014 The High Wire Estate Chardonnay (Eola-Amity Hills),Chardonnay,US,"The debut vintage for this cuvée, this is made from 100% Wente clone vines planted in 1977. It's richly concented on the palate, layered with dried apricot, grapefruit and pineapple flavors. A lush, buttery note enwraps its long, satisfying, full-bodied finish.",The High Wire Estate,94,95,Oregon,Eola-Amity Hills,Willamette Valley,Bethel Heights,Paul Gregutt,@paulgwine 
Bodega Catena Zapata 2013 Nicolas Catena Zapata Cabernet Sauvignon-Malbec (Mendoza),Cabernet Sauvignon-Malbec,Argentina,"Generous oak is reflected via aromas of hickory and smoke on the nose of this lusty but refined blend of Cabernet and Malbec. In the mouth, rugged tannins and high acidity suggest further cellaring. Flavors of plum, berry, chocolate and tomato sauce finish with dry, pulling tannins and a sense of acidic freshness. Drink through 2027.",Nicolas Catena Zapata,94,125,Mendoza Province,Mendoza,[EMPTY],Bodega Catena Zapata,Michael Schachner,@wineschach
Carlisle 2015 Limerick Lane Vineyard Zinfandel (Russian River Valley),Zinfandel,US,"Floral and surprisingly bright, this wine is driven by sharply etched acidity and citrus—its flavors balanced and complementary. Red cherry and raspberry find companionship in seasonings of cinnamon and clove, the texture slightly leathery and bold.",Limerick Lane Vineyard,94,47,California,Russian River Valley,Sonoma,Carlisle,Virginie Boone,@vboone
Carlisle 2015 Papa's Block Syrah (Russian River Valley),Syrah,US,"Meaty in wild berry and leather, this is a high-toned wine with a gritty texture that evolves to become velvety in the glass. Generously ripe and rich in body, it's intense and fresh in equal measure, showing a complement of balanced brawn and beauty.",Papa's Block,94,44,California,Russian River Valley,Sonoma,Carlisle,Virginie Boone,@vboone
Carlisle 2015 Zinfandel (Dry Creek Valley),Zinfandel,US,"Big and juicy, this wine draws on a few sources as well as 15% Petite Sirah to offer a complex and layered expression of black cherry, cardamom and chocolate. Rich from start to finish, it satisfies as it calls out for smoky meat.",[EMPTY],94,37,California,Dry Creek Valley,Sonoma,Carlisle,Virginie Boone,@vboone
Casa Anadia 2013 Palácio Anadia Reserva Touriga Nacional (Dão),Touriga Nacional,Portugal,"Portugal's native Touriga Nacional originally comes from the Dão and this wine shows it in its glory. Planted around an ornate 16th-century palace, the vines have produced a richly structured wine, still showing some signs of wood aging. It is concentrated, with ripe red-cherry and blackberry fruits, solid tannins and acidity. Drink this wine from 2020.",Palácio Anadia Reserva,94,50,Dão,[EMPTY],[EMPTY],Casa Anadia,Roger Voss,@vossroger
Casca Wines 2012 Monte Cascas Vinha das Cardosas Red (Bairrada),Portuguese Red,Portugal,"This is a mature, single-vineyard wine. Beautifully perfumed, it includes, unusually, a small percentage of white grapes (historically a field blend) that soften the tannins of the 90% Baga. The wine is spicy, concentrated, dense with black fruits and tannins. It is ready to drink.",Monte Cascas Vinha das Cardosas,94,70,Bairrada,[EMPTY],[EMPTY],Casca Wines,Roger Voss,@vossroger
Daniel Chotard 2015 Les Cris  (Sancerre),Sauvignon Blanc,France,"This is a limited production wine from small parcels of limestone soil. Aged in acacia barrels, it has subtle spice and toast flavors. They wood aging has had the effect of broadening the wine and giving it extra richness. It's an impressive wine, ready to drink from 2018.",Les Cris,94,39,Loire Valley,Sancerre,[EMPTY],Daniel Chotard,Roger Voss,@vossroger
Domaine Bernard Fleuriet et Fils 2015 Pur Jus  (Sancerre),Sauvignon Blanc,France,"This wine has no added sulfur, giving crisp, clear and clean fruitiness. It also adds an light touch of oxidation that broadens the wine and makes the white stone fruit richer. Drink this impressively ripe wine from 2018.",Pur Jus,94,50,Loire Valley,Sancerre,[EMPTY],Domaine Bernard Fleuriet et Fils,Roger Voss,@vossroger
Quinta dos Murças 2015 Vintage  (Port),Port,Portugal,"This is very dense, with concentrated, dusty tannins and powerful blackberry flavors. It is rich and full of blackberry fruits along with acidity and a beautiful perfumed aftertaste. Drink from 2027.",Vintage,94,65,Port,[EMPTY],[EMPTY],Quinta dos Murças,Roger Voss,@vossroger
Betz Family 2010 La Côte Patriarche Syrah (Yakima Valley),Syrah,US,"This is made from fruit sourced from the oldest block of Syrah in Washington, which was planted in 1986. The nose expresses complex varietal character, with a mix of blue and purple berry, a dusting of earth and accents of cinnamon and incense. Subtle and expressive, this is the best vintage to date for the Patriarche.",La Côte Patriarche,94,55,Washington,Yakima Valley,Columbia Valley,Betz Family,Paul Gregutt,@paulgwine 
Constant 2009 Cabernet Franc (Napa Valley),Cabernet Franc,US,"One of the best Napa Cabernet Francs in memory, this shows lush, concentrated flavors of cherry pie, red currant, mocha, anise and smoky, spicy sandalwood that are wrapped into firm but exceptionally refined tannins. Drink now to experience the youthful beauty.",[EMPTY],94,130,California,Napa Valley,Napa,Constant,[EMPTY],[EMPTY]
Signorello 2009 Padrone Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"This is a 100% Cabernet, and its tannins are so strong that it's virtually undrinkable now. It displays class in every way, with an intense concentration of cassis liqueur and blackberry that's especially deep in the middle palate, but it also persists into a long, spicy finish. It would be a pity to open it before 2018, and it has the structure to go the long haul.",Padrone,94,145,California,Napa Valley,Napa,Signorello,[EMPTY],[EMPTY]
Stag's Leap Wine Cellars 2009 Cask 23 Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"A big, vital wine, mouth-filling and dense, with plenty of weight and volume, and deep flavors of earth, chocolate, blackberry and sweet currant. The cool '09 vintage has resulted in this version of Cask 23 being lighter in alcohol and tighter than others like the 2008. It's not quite as fat or immediately accessible as those vintages, but it is very fine, and should reward at least 10 years in the cellar, although you can certainly drink it now after a few hours in the decanter.",Cask 23 Estate,94,210,California,Napa Valley,Napa,Stag's Leap Wine Cellars,[EMPTY],[EMPTY]
Stag's Leap Wine Cellars 2009 FAY Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"This delicious 100% Cabernet is supple and generous. The tannins are gentle, the acidity soft yet supportive of the structure, and as for the flavors, they go beyond satisfaction into sheer delight. They include blackberry, cherry, blueberry, currant, mocha and red licorice, but the wine has an earthiness and minerality that give it true complexity. This is Stag's Leap's most accessible 2009 Cabernet, easily earning its high score for sheer delight. Drink now–2015.",FAY Estate,94,95,California,Napa Valley,Napa,Stag's Leap Wine Cellars,[EMPTY],[EMPTY]
K Vintners 2009 En Cerise Ovide Cabernet Sauvignon-Syrah (Walla Walla Valley (WA)),Cabernet Sauvignon-Syrah,US,"This will be the last Ovide from En Cerise grapes. It's an explosion of cherry and milk chocolate flavors, remaining firm with expressive highlights of olive, earth and herb. It is two-thirds Cabernet and one-third Syrah, a perfect melding of the two grapes. Arguably, one gets better aromatics than Charles Smith, and the wine flavors deliver on their initial promise.",En Cerise Ovide,94,65,Washington,Walla Walla Valley (WA),Columbia Valley,K Vintners,Paul Gregutt,@paulgwine 
K Vintners 2009 The Beautiful Syrah (Walla Walla Valley (WA)),Syrah,US,"Co-fermented with 3% Viognier, this has a nice peppery lift. The fruit flavors seem less forward, with the herbal components much more front and center. It's made from a clone specific to the Cougar Hill Vineyard, showing cool climate flavors with subtle grace. Given a full 24 hours of breathing time, it opens further into a dazzling, rich mix of cherry and cassis that's soaked in an herbal broth.",The Beautiful,94,60,Washington,Walla Walla Valley (WA),Columbia Valley,K Vintners,Paul Gregutt,@paulgwine 
Lamborn Family Vineyards 2008 Vintage VI Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,US,"Tannic and closed now, this wine has a tough-as-nails astringency that brings to mind an older style of Howell Mountain Cabernet Sauvignon, one that required many years of aging. However, this wine is considerably riper and fruitier than anything the mountain used to yield, testimony to modern growing and extractive measures. It is, in a word, delicious, with deep, long blackberry, black currant, crème de cassis and smoke flavors. But, like the 2007, it needs serious time in the cellar. Try after 2018.",Vintage VI,94,100,California,Howell Mountain,Napa,Lamborn Family Vineyards,[EMPTY],[EMPTY]
Corliss Estates 2007 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,US,"Concentrated and wonderfully aromatic, this ages for 32 months in 75% new French oak, plus another 28 months in bottle prior to its release. Smooth as silk, it mixes berry, cherry and plum notes, with whiffs of smoke, green tea, and chocolate. Just past the stage of primary fruit flavors, it drinks beautifully, but can certainly be cellared for another decade at least.",[EMPTY],94,75,Washington,Columbia Valley (WA),Columbia Valley,Corliss Estates,Paul Gregutt,@paulgwine 
Creō 2008 Cabernet Sauvignon (Chalk Hill),Cabernet Sauvignon,US,"There aren't very many Cabernets from the small Chalk Hill appellation in eastern Sonoma County. This one is excellent, a worthy follow-up to the winery's 2007, offering smooth and rich tannins, with elaborate blackberry, cherry, cassis and mocha flavors. New oak plays a dominant role, but it should recede as the wine integrates over time. Give it 6–8 years in the cellar.",[EMPTY],94,75,California,Chalk Hill,Sonoma,Creō,[EMPTY],[EMPTY]
Goldschmidt 2007 Plus Single Vineyard Selection Vyborny Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,US,"Goldschmidt has held this single-vineyard Cabernet back for more than five years, an expensive proposition. And it needs even more time. Although it's magnificent, the parts haven't yet come together. It's massive in blackberry and cassis liqueur flavors, and the tannins are pure Alexander Valley—soft and herbal—but the oak sticks out like a sore thumb. Put it in the cellar until at least 2018, and it could go far beyond that.",Plus Single Vineyard Selection Vyborny Vineyard,94,150,California,Alexander Valley,Sonoma,Goldschmidt,[EMPTY],[EMPTY]
Gramercy 2010 Syrah (Walla Walla Valley (WA)),Syrah,US,"This classy Syrah opens with a note of pretty funkiness, wrapped around stiff, tight, rather herbal flavors. The berry flavor is ripe but in no way jammy. Here the emphasis is on nuance, earthiness and herbal details.",[EMPTY],94,55,Washington,Walla Walla Valley (WA),Columbia Valley,Gramercy,Paul Gregutt,@paulgwine 
Marimar Estate 2010 Don Miguel Vineyard La Masía Chardonnay (Russian River Valley),Chardonnay,US,"There's a lot of lees influence on this wine, which gives it a sourdough taste and creamy mouthfeel. It's dense in tropical fruit, citrus, green apple and honey notes, with a touch of sweet, smoky oak. A dry, complex, multilayered wine, this will gain traction with 2–4 years in the cellar.",Don Miguel Vineyard La Masía,94,35,California,Russian River Valley,Sonoma,Marimar Estate,[EMPTY],[EMPTY]
Shafer 2008 Hillside Select Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,US,"Another great Hillside Select from selected blocks in Shafer's vineyard. It's a perfect illustration of the “iron fist in a velvet glove” description of Stags Leap Cabernet, with perhaps more emphasis this year on the velvet than the iron. With smooth tannins and luxurious, oak-influenced blackberry and black cherry jam flavors, it's delicious now and will provide plenty of pleasure over the next 8–10 years.",Hillside Select,94,230,California,Stags Leap District,Napa,Shafer,[EMPTY],[EMPTY]
K Vintners 2009 Stoneridge Vineyard Cabernet Sauvignon (Washington),Cabernet Sauvignon,US,"This is pure Cabernet—tight, tannic and terroir-driven. It has a dense mix of fruit, rock, earth and herb flavors that are nicely integrated, with a full palate and fine complexity and density. A little more barrel toast would put the icing on the cake.",Stoneridge Vineyard,94,45,Washington,Washington,Washington Other,K Vintners,Paul Gregutt,@paulgwine 
Krupp Brothers 2008 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"The vineyard straddles Atlas Peak and the Pritchard Hill region, and this beautiful Cabernet shows its terroir in the firm tannins and ripe, complex flavors. It's high in alcohol, which gives it some heat, and it is rich in flavors of blackberry and cherry jam and cassis liqueur. Give it an hour or two in the decanter and drink now.",Stagecoach Vineyard,94,75,California,Napa Valley,Napa,Krupp Brothers,[EMPTY],[EMPTY]
Constant 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"Lush, plush and absolutely delicious, this shows a range of softly approachable flavors, including blackberry, cherry, currant, anise, cocoa, mineral, buttery oak and spice. The tannins are thick but finely ground. It's firmly set in the modern cult style and may not be an ager, but it sure impresses now.",[EMPTY],94,130,California,Napa Valley,Napa,Constant,[EMPTY],[EMPTY]
Hewitt 2009 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,US,"Quietly, Hewitt flies below the radar, often producing Cabernets that, while not cheap, rival their pricier competition. Consider their '09 a deal. It's dry, smoothly tannic and complex, offering waves of black cherry jam, mocha, licorice and smoky oak. You can drink this lovely wine now, but it should develop in the bottle over the next 10 years.",[EMPTY],94,85,California,Rutherford,Napa,Hewitt,[EMPTY],[EMPTY]
Sirius 2010 Eaglepoint Ranch Petite Sirah (Mendocino County),Petite Sirah,US,"Black and viscous, this gorgeous Petite Sirah is intriguing in every way. Opening with aromas of just-muddled mint and freshly baked bread, this wine tastes as if wildflowers and brambly blackberry stems were placed carefully in a leather satchel. No doubt this Petite will get even more interesting with age.",Eaglepoint Ranch,94,45,California,Mendocino County,[EMPTY],Sirius,Virginie Boone,@vboone
Stottle 2011 Lucille Late Harvest Viognier (Yakima Valley),Viognier,US,"This tastes like a more concentrated and sweeter version of Stottle's dry Viognier from the same vintage and vineyard. Deeply concentrated, complex and creamy, it's loaded with citrus and stone fruits, honey and butterscotch, yet remains lifted by defining acidity.",Lucille Late Harvest,94,18,Washington,Yakima Valley,Columbia Valley,Stottle,Paul Gregutt,@paulgwine 
Dr. Loosen & J. Christopher 2007 Appassionata Pinot Noir (Willamette Valley),Pinot Noir,US,"Dense and extracted, this dark, loamy Pinot Noir is concentrated and challenging. The fruit is black, compact, and sheathed in flavors of loam. Layers are tight and a bit unyielding. There is depth and power here, but it must be extracted over time and with a bit of patience.",Appassionata,94,75,Oregon,Willamette Valley,Willamette Valley,Dr. Loosen & J. Christopher,Paul Gregutt,@paulgwine 
Gary Farrell 2010 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,US,"Extraordinarily sweet and attractive in raspberry and cherry fruit, as concentrated and pure as anything in California. The acidity is beautiful, as you'd expect from this vineyard in such a cool vintage, and it showcases Pinot Noir's silkiness and beauty. Despite the immediate flash,  it will develop bottle complexity; hold until 2016.",Bien Nacido Vineyard,94,55,California,Santa Maria Valley,Central Coast,Gary Farrell,[EMPTY],[EMPTY]
Silverado 2009 Limited Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"This is a barrel selection, presumably limited in cases. It's an extraordinarily rich, concentrated 100% Cabernet Sauvignon, made in the modern cult-style of massively extracted blackberries, black currants, cassis liqueur and chocolate, with oak bringing the usual sweet toast and vanilla complexities. This deserves its high score for sheer opulence and great Napa structure. Delicious now, and could easily age for at least 10 years.",Limited,94,150,California,Napa Valley,Napa,Silverado,[EMPTY],[EMPTY]
Captûre 2010 Harmonie Red (Pine Mountain-Cloverdale Peak),Bordeaux-style Red Blend,US,"Capture continues to make progress in interpreting their vineyard located in this new appellation, a high elevation overlooking Alexander Valley. Based on Cabernet Sauvignon, this Bordeaux-style blend is young now, with hard tannins that interfere with the fruit. The fruit is intensely concentrated with cherry compote and cassis flavors, while new oak's vanilla and toast are proportionate to the wine's volume. A worthy followup to the 2009, and a wine to cellar for 8–10 years, if not longer.",Harmonie,94,120,California,Pine Mountain-Cloverdale Peak,Sonoma,Captûre,[EMPTY],[EMPTY]
Markus Molitor 2010 Zeltinger Sonnenuhr Auslese Riesling (Mosel),Riesling,Germany,"Perfumed on the nose with heady yellow florals and stonefruit, this is one stunner of a Riesling. It's powerfully concentrated on the palate with flavors of honey and sweet peach tinged with lanolin and wax. Penetrating and pure in focus, yet remarkably delicate in texture, it finishes long with layers of crushed-stone minerality.",Zeltinger Sonnenuhr Auslese,94,58,Mosel,[EMPTY],[EMPTY],Markus Molitor,Anna Lee C. Iijima,[EMPTY]
Leonetti Cellar 2010 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,US,"All Leonetti wines are 100% estate-grown fruit, mixing Seven Hills, Mill Creek Upland and Loess vineyard grapes. The 2010 Cabernet Sauvignon includes 12% Merlot, 8% Petit Verdot and 4% Carmenère in the blend. Young and chewy, with a hint of herbaceousness, this shows lovely balance and a mix of raspberry, black cherry, cassis, coffee and cacao. It's a young, deep and powerful wine that will certainly reward cellaring.",[EMPTY],94,90,Washington,Walla Walla Valley (WA),Columbia Valley,Leonetti Cellar,Paul Gregutt,@paulgwine 
King Estate 2009 Domaine Pinot Noir (Oregon),Pinot Noir,US,"Ignore its generic Oregon AVA—this is King Estate's top wine, a rich reserve-level Pinot Noir redolent with Asian spices, saffron, cumin and more. Nuances of dusty cocoa powder lead into a thrilling wine with a spine of steel, focusing its ripe, fleshy fruit through a long, cellar-worthy finish.",Domaine,94,70,Oregon,Oregon,Oregon Other,King Estate,Paul Gregutt,@paulgwine 
Lynmar 2011 La Serenité Chardonnay (Russian River Valley),Chardonnay,US,"This is a best-of-barrels blend from different vineyard sites. It's a very good wine that grabs your attention with sheer Chardonnay dazzle. The tropical fruits are incredibly ripe and intense, with sweet, smoky oak adding supportive richness, brought into focus by crisp acidity. There's a core, like the nucleus of an atom, that holds everything together. Might even age for half a dozen years.",La Serenité,94,70,California,Russian River Valley,Sonoma,Lynmar,[EMPTY],[EMPTY]
Sequum 2009 Four Soil Melange Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"Produced from four vineyards throughout the valley, this Cabernet shows the art of the blend. It's softly tannic and frankly delicious, with dazzlingly rich blackberry, cassis liqueur, anise and mineral flavors. Hard to describe how attractive this wine is now.",Four Soil Melange,94,50,California,Napa Valley,Napa,Sequum,[EMPTY],[EMPTY]
Calera 2010 Selleck Vineyard Pinot Noir (Mt. Harlan),Pinot Noir,US,"If there's one California Pinot Noir you cellar this vintage, make it this one. It's a stone-cold guarantee. Light and silky in the mouth, with brisk acidity, it shows rich raspberry, cherry, red currant and sandalwood flavors that are deep and long. Has all the necessary balance to evolve many years, and should start showing bottle development after 2018.",Selleck Vineyard,94,80,California,Mt. Harlan,Central Coast,Calera,[EMPTY],[EMPTY]
The Eyrie Vineyards 2000 Marguerite Pinot Noir (Dundee Hills),Pinot Noir,US,"This exceptional wine was made by the late David Lett to celebrate the birth of his granddaughter. It's drinking beautifully, and has the color and scent of a mature wine, though Eyrie Pinots can often live longer than those who bet against them. Delicate and subtle, it nonetheless shows surpassing power and length. Mature, fully-evolved dried fruit and herb flavors are highlighted with notes of cinnamon and brown sugar.",Marguerite,94,85,Oregon,Dundee Hills,Willamette Valley,The Eyrie Vineyards,Paul Gregutt,@paulgwine 
Von Strasser 2010 Vineyard 2131 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,US,"Shows the Von Strasser signature all down the line, with incredibly extracted blackberry jam, cassis liqueur, dark chocolate and new French oak flavors, wrapped into hard tannins and brightened with fine acidity. Only the second release from this young vineyard, it's an intensely interesting, complex wine that will reward cellaring. Best after 2019.",Vineyard 2131,94,80,California,Diamond Mountain District,Napa,Von Strasser,[EMPTY],[EMPTY]
Lynmar 2011 Susanna's Vineyard Chardonnay (Russian River Valley),Chardonnay,US,"The trick with getting a Chardonnay this honeyed is to keep it balanced and make it finish dry. Lynmar accomplishes these tasks with dexterity. Partly because of the acidity, partly the stony, crystalline minerality. The wine is terrifically rich in tropical fruits, melons, sweet Meyer lemons and ripe summer peaches, with all the buttered toast you could ever want from oak. In lesser hands, it would all be too much.",Susanna's Vineyard,94,55,California,Russian River Valley,Sonoma,Lynmar,[EMPTY],[EMPTY]
McCrea Cellars 2008 Cuvée Orleans Syrah (Yakima Valley),Syrah,US,"This is McCrea's top cuvée, and the 2008 is as good as it has ever been. Co-fermented with 8% Viognier, it starts out tight and compact, with crisp marionberry fruit and a generous wash of coffee liqueur. The acids are citrusy and fresh, and the wine has depth and an emotional range that reaches almost symphonic power.",Cuvée Orleans,94,40,Washington,Yakima Valley,Columbia Valley,McCrea Cellars,Paul Gregutt,@paulgwine 
Failla 2011 Whistler Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,"A delicately structured, low-alcohol Pinot from the Sonoma Coast that shows winemaker Ehren Jordan's increasing fascination with this part of Sonoma County. The wine is light in texture, with savory wild cherry, licorice, sweet tobacco, mocha, bacon and spice flavors. That sounds like a wild assortment,  but somehow it all comes together, in a wine of singular focus and discernment. Drink now–2020.",Whistler Vineyard,94,50,California,Sonoma Coast,Sonoma,Failla,[EMPTY],[EMPTY]
